,descricao,estado,envelhecimento,alcool,marca,madeira,grupo,madeira,tipo,volume,preco
216,"A Chicrala Agroindustrial foi fundada em 1998, tem como missão produzir cachaça artesanal utilizando as melhores técnicas disponíveis, de acordo com rigorosos padrões de higiene e qualidade, preservando a tradição da cachaça mineira sem gerar agressão ao meio ambiente. Na produção da cachaça são utilizadas canas colhidas e moídas no mesmo dia, a fermentação é controlada e totalmente natural, á base de fubá de milho, e a destilação é feita em alambiques de cobre aquecidos a vapor. Todo o processo de produção é cercado e cuidados que asseguram a obtenção de uma cachaça tecnicamente perfeita, de acordo com os padrões estabelecidos pelo Ministério da Agricultura.",Minas Gerais,Não envelhecida,40% Vol.,Não,Não,Não,Não,Não,500 ml,"R$32,90"
217,"A ""BRUMADO VELHO"" é uma cachaça de fabricação artesanal e que, utilizando cana de açúcar da mesma qualidade, tendo o milho como fermento, sem agregar qualquer aditivo químico e destilada em alambique de cobre, garante uma bebida homogênea e de alta qualidade. Seu processo de envelhecimento - realizado em tonéis de carvalho e jequitibá - permite colocar no mercado uma bebida de fino paladar. Tudo isto é fruto de um rigoroso controle de qualidade que vai desde a seleção da cana plantada até o engarrafamento do produto final.Preocupando em produzir uma cachaça ecologicamente correta e não deixar que os subprodutos agridam o meio ambiente, utilizamos o bagaço como fonte de energia para o alambique, além de ser transformado em feno para juntamente com o vinhoto servir de trato no confinamento do gado e na elaboração de composto orgânico para adubação. O descarte do fermento é transformado em ração para frangos e porcos.",Minas Gerais,Não,40% Vol.,Não,Carvalho,Cachaça,Carvalho,Não,700 ml,"R$56,95"
218,"A cachaça Saliníssima é envelhecida em tonéis de Bálsamo, com cor dourada, o que da a ela um sabor ligeiramente semelhante ao da amêndoa. É engarrafada em vidro escuro com tampa de metal.",Minas Gerais,Bálsamo,42% Vol.,Não,Bálsamo,Cachaça,B??lsamo,Não,670 ml,"R$26,90"
219,"A cachaça Saliníssima é envelhecida em tonéis de Bálsamo, com cor dourada, o que da a ela um sabor ligeiramente semelhante ao da amêndoa. É engarrafada em vidro escuro com tampa de metal.",Minas Gerais,Bálsamo,42% Vol.,Não,Bálsamo,Cachaça,B??lsamo,Não,600 ml,"R$22,95"
220,"Reunimos nesse super kit, duas cachaças legítimas de Minas Gerais. A cachaça saliníssima, é envelhecimento em tonéis de Bálsamo deixa a cachaça na cor dourada, o que dá a ela um sabor ligeiramente semelhante ao de amêndoa.A Cachaça Santo Grau Coronel Xavier Chaves produzida na cidade de Coronel Xavier Chaves - Minas Gerais, é pura, sem madeira, descansa em dornas de inox por seis meses, o que preserva sua transparência e sabor. Seu aroma remete aos canaviais de antigamente e seu sabor começa vigoroso e depois torna-se quase doce, preenchendo a boca. Criada em 1992, Cachaça Santo Grau nasceu como uma seleção de pequenos e tradicionais engenhos de cachaça. Hoje, dirige a produção, distribuição e comercialização de verdadeiros tesouros artesanais!",Minas Gerais,Não,"40,5% Vol.",Santo Grau,Não,Cachaça,Não,Não,750 ml,"R$79,90"
221,"A Cachaça Salinas é uma das cachaças artesanais mineiras mais requisitadas no Brasil e no exterior. Toda adega que se preze tem que ter a cachaça Salinas. A cachaça Salinas é envelhecida em dornas de Bálsamo por 2 anos e meio, sendo uma cachaça suave, que agrada ao paladar mais exigente. A cachaça Salinas ganhou todos os títulos disputados por sua qualidade incontestável, tornando-se uma das marcas líder de mercado. Aprecie e entenda o motivo de todo esse sucesso",Minas Gerais,"2,5 anos",42% Vol.,Salinas,Bálsamo,Cachaça,Bálsamo,Não,960 ml,"R$38,95"
222,"Barril de Jatobá é muito utilizado para maturação e envelhecimento de aguardente.Este barril, é enviado com a cachaça vale verde prata dentro do mesmo.",Minas Gerais,Não,Não,Não,Jatobá,Não,Jequitibá,Não,Não,"R$168,90"
223,Não,Minas Gerais,Não envelhecida,40%,Guaraciaba,Não,Cachaça,Não,Não,500 ml,"R$25,90"
224,Não,Minas Gerais,Jequitiba e Umburana,42%,Não,Não,Cachaça,Jequitibá,Não,670 ml,"R$38,90"
225,Não,Minas Gerais,Balsamo,42%,Não,Não,Cachaça,Bálsamo,Não,670 ml,"R$68,90"
226,"A Cachaça Insinuante é atualmente estandardizada e engarrafada pelo empresário Marcelo Ricaldoni Alves, mesmo produtor da cachaça Velha de Januária, mas a história da Insinuante começa às margens do Rio São Francisco no Estado de Sergipe pelas mãos da família Itabayana. Migrando para Minas Gerais, levaram a receita de uma boa cachaça sergipana para temperar o sabor mineiro. A cachaça Insinuante é produzida na cidade de Januária, norte de Minas Gerais, onde é envelhecida em tonéis de amburana. As cachaças envelhecidas em amburana são levemente amareladas. Essa variedade de madeira proporciona à cachaça um cheiro acentuado, cor amarelada e bouquet característico. A amburana também é conhecida por umburana, cerejeira, amburana-de-cheiro, imburana, cumaru-de-cheiro, angelim e outros.",Minas Gerais,Não,48%,Não,Umburana,Cachaça,Umburana,Não,600 ml,"R$33,90"
227,"A cachaça Companheira é produzida no Vale do Rio Ivaí/PR. Ela é envelhecida por três anos no barril de carvalho e tem 40% de teor alcoólico. Companheira é uma palavra que dá uma leve segurança pra gente. Querendo ou não a intenção do produtor é tornar esta cachaça sua companheira. Em festas, no trabalho, opa, pera aí, no trabalho? Sim, você pode ser um barman, ou pode ser um músico, só não pode ser um cirurgião cardíaco, né? Brincadeiras á parte a Companheira declara agora, aqui por escrito e disponível, sim, ela te aceita como amigo. Tá praticamente gritando beba-me. Consuma-me. Respeite-me. A companheira é aliada perfeita para te entreter e deixar sua vida um pouco mais leve. Esse é o verdadeiro objetivo da cachaça, tornar o fardo da labuta e sobrevivência, algo mais lindo de se vê.",Paraná,3 anos,40% Vol.,Companheira,Carvalho,Cachaça,Carvalho,Não,160 ml,"R$121,90"
228,"A cachaça Companheira é produzida no Vale do Rio Ivaí/PR. Ela é envelhecida por três anos no barril de carvalho e tem 40% de teor alcoólico. Companheira é uma palavra que dá uma leve segurança pra gente. Querendo ou não a intenção do produtor é tornar esta cachaça sua companheira. Em festas, no trabalho, opa, pera aí, no trabalho? Sim, você pode ser um barman, ou pode ser um músico, só não pode ser um cirurgião cardíaco, né? Brincadeiras á parte a Companheira declara agora, aqui por escrito e disponível, sim, ela te aceita como amigo. Tá praticamente gritando beba-me. Consuma-me. Respeite-me. A companheira é aliada perfeita para te entreter e deixar sua vida um pouco mais leve. Esse é o verdadeiro objetivo da cachaça, tornar o fardo da labuta e sobrevivência, algo mais lindo de se vê.",Paraná,3 anos,40% Vol.,Companheira,Carvalho,Cachaça,Carvalho,Não,160 ml,"R$104,90"
229,"A cachaça Vecchio Albano Premium é produzida em Torrinha/SP. Ela é envelhecida por três anos em barris de carvalho e tem 40% de teor alcoólico. Possui coloração dourada. Seu buquê é frutado com notas sutis de baunilha e madeira, sabor intenso e estruturado com bom corpo. É um excelente acompanhamento para petiscos e indicada para o preparo de bebidas finas como caipirinhas e coquetéis de frutas cítricas. A empresa, localizada no Sítio Primavera no alto da Serra Torrinha/SP, foi fundada por Miguel Zoca em 2004. Seus produtos possuem registros no Ministério da Agricultura, Pecuária e Abastecimento . Sobre o fundador:É Bacharel em Química e Mestre em Química, ambos pela UNICAMP - Universidade Estadual de Campinas. Possui o título de Especialista em Tecnologia da Cachaça pela Universidade Federal de Lavras/MG. É formado Sommelier pelo SENAC de Águas de São Pedro/SP. Foi inspirado a produzir cachaça pelo avô Pedro Zocca, o qual foi produtor de cachaça no início do século XX na cidade de Piracicaba/SP. O pai do fundador, Albano Zocca Netto, seu grande incentivador, traz seu nome perpetuado nos rótulos da Cachaça Vecchio Albano.",São Paulo,3 Anos,40% Vol.,Carvalho,Não,Carvalho,Vecchio Albano,Não,500 ml,"R$73,90"
230,"A cachaça Vecchio Albano Premium é produzida em Torrinha/SP. Ela é envelhecida por um ano em barris de carvalho e tem 40% de teor alcoólico. Possui coloração dourada. Seu buquê é frutado com notas sutis de baunilha e madeira, sabor intenso e estruturado com bom corpo. É um excelente acompanhamento para petiscos e indicada para o preparo de bebidas finas como caipirinhas e coquetéis de frutas cítricas. A empresa, localizada no Sítio Primavera no alto da Serra Torrinha/SP, foi fundada por Miguel Zoca em 2004. Seus produtos possuem registros no Ministério da Agricultura, Pecuária e Abastecimento . Sobre o fundador:É Bacharel em Química e Mestre em Química, ambos pela UNICAMP - Universidade Estadual de Campinas. Possui o título de Especialista em Tecnologia da Cachaça pela Universidade Federal de Lavras/MG. É formado Sommelier pelo SENAC de Águas de São Pedro/SP. Foi inspirado a produzir cachaça pelo avô Pedro Zocca, o qual foi produtor de cachaça no início do século XX na cidade de Piracicaba/SP. O pai do fundador, Albano Zocca Netto, seu grande incentivador, traz seu nome perpetuado nos rótulos da Cachaça Vecchio Albano.",São Paulo,1 Ano,40% Vol.,Carvalho,Não,Carvalho,Vecchio Albano,Não,500 ml,"R$45,90"
231,"Feita na cidade de Coluna/MG, a Coluninha ouro representa o espírito daquela região. Muito conhecida entre os aprecidadores da boa cachaça, a Coluninha é uma das mais respeitadas cachaças mineiras.Tanto pela sua história quanto pelo seu paladar. Uma cachaça que nos remete aos primórdios dos alambiques. A cada gole uma sensação de estar voltando no ado, seja em qual tempo, esta cachaça é simplesmente suave e lhe traz a sensação de bem estar e relaxamento. Para aquelas dias que você precisa de uma dose urgente.",Minas Gerais,Não,40%,Carvalho e Jequitibá,Não,Carvalho e Jequitibá,Coluninha,Não,750 ml,"R$109,90"
232,"Um blend de Cachaça Companheira Extra Premium com Cachaça Companheira Branca que confere à bebida a cor dourada e o aroma suave do carvalho, paladar com textura lisa e um sabor fino da cana.Uma cachaça equilibrada onde o aroma e sabor do carvalho combinam com o da cana.

Premiação: Concours Mondial de Bruxelles - medalha de prata 2016",Paraná,3 anos,40% Vol.,Companheira,Carvalho,Cachaça,Carvalho,Não,670 ml,"
                    R$585,90                "
233,Uma cachaça seca e macia com sabor e aroma delicados.Ideal para nossa singular caipirinha e para coquetéis.Premiada com medalha de bronze no concurso de Degustação às Cegas de 2012 na Expocachaça Dose Dupla no MercadoMunicipal de São Paulo.,Paraná,Não envelhecida,40% Vol.,Companheira,Não,Cachaça,Não,Não,670 ml,"
                    R$408,90                "
234,"Cachaça envelhecida 3 anos no tonel de Imburana, proporcionando virtudes sensoriais e requinte. É do envelhecimento da Imburana que vem o sabor e o buquê acentuados. É produzida com extremo cuidado. Uma cachaça com corpo, equilibrada, perfeita para quem aprecia o sabor harmônico de um destilado envelhecido.",Paraná,3 anos,40% Vol.,Companheira,Imburana,Cachaça,Não,Não,670 ml,"
                    R$462,90                "
235,"Feita no interior de São Paulo sob o mais rígido controle de qualidade, nossa cachaça faz qualquer gringo pedir cidadania brasileira! A seleção não foi fácil, depois de muitas abelhas entrevistadas com um ótimo currículo e vasta experiência profissional, escolhemos o produto que mais se alinha a nossa ideologia: o mel é orgânico e de altíssima qualidade. ”Nossa, tem um gostinho cítrico! Bem refrescante”. O limão 100% natural é um dos diferenciais da Babuxca. Não aceitamos nenhum tipo de consevante dentro da nossa bebida.",Minas Gerais,Não,"18,5%",Babuxca,Não,Cachaça,Não,Não,670 ml,"R$49,90"
236,Cachaça Seleta 670ml,Minas Gerais,Não,42% Vol.,Seleta,Umburana,Cachaça,Umburana,Não,670 ml,"R$36,90"
237,"A cachaça Porto Morretes é produzida na cidade de Morretes/PR. envelhecida 3 anos em barris de carvalho e tem 39% de teor alcoólico. Essa cachaça tem características únicas de cor, aromas e sabores. Na degustação nota-se o aroma marcante de baunilha; na boca sente-se a suavidade típica de uma bebida madura, complexa e muito agradável ao final. Sua cor é marcante em tons de dourado. A Porto Morretes é nobre, sofisticada e genuinamente brasileira . Surgiu da ideia de pessoas apaixonadas pelo Brasil e suas histórias. O objetivo é mostrar ao mundo a preciosidade de uma bebida tradicional e saborosa, ideal para beber pura ou on the rocks! A Cachaça Porto Morretes é certificada como Produto Orgânico pela Ecocert, com validade para os mercados do Brasil, Europa e Estados Unidos onde segue as normas do USDA. Ela já foi premiada com medalha de ouro no concurso de Bruxelas 2014. A Porto Morretes Premium, foi eleita a melhor cachaça do Brasil em uma prova às cegas realizada durante a 2ª edição da Cúpula da Cachaça em 2016, o concurso de cachaça mais importante do país. Ao todo 50 cachaças, entre brancas e envelhecidas, foram degustadas por um painel formado por 11 especialistas do setor. Na certa é uma cachaça que vai lhe surpreender. Fique atualizado com o que há de melhor no mundo da cachaça e deguste esse novo sabor.",Minas Gerais,3 anos,39% Vol.,Porto Morretes,Carvalho,Cachaça,Carvalho,Não,700 ml,"
                    R$124,90                "
238,"A cachaça Cabaré é produzida na cidade de São José do Rio Preto/SP. Ela é envelhecida por 15 anos em barris de carvalho e tem 38% de teor alcoólico. Inspirada no melhor da vida boêmia, a Cachaça Cabaré é diferente de tudo que você já provou. ""Mas pega fogo Cabaré"" , embora esse trecho não seja uma música da dupla, Cabaré é um álbum ao vivo desenvolvido pelos cantores Leonardo e Eduardo Costa, lançado em 25 de novembro de 2014, com o objetivo de fazer releituras de clássicos sertanejos conhecidos por tocar muito em ""zonas"". Essa cachaça é uma homenagem a dupla e ao álbum.  Mas Cabaré também é um local de entretenimento, normalmente de funcionamento noturno, onde se pode beber, dançar, fazer refeições, ver shows e espetáculos etc. Essa cachaça também é um clássico, mas está presente não somente nos shows dessa dupla animada mas também em nobres coleções de cachaças de vários apreciadores exigentes. São 15 anos de envelhecimentos em barris importados de carvalho, o que lhe confere um sabor especial. Muitos são os bebedores de whisky que passaram a tomar esse estilo de cachaça apenas. Uma bebida suave, com leve sabor da madeira, um gosto singular e viciante. Por isso é preciso beber com muita moderação. Cabaré vai lhe deixar super animado e tranquilo. Uma bebida que não lhe dará ressaca alguma, pura e deliciosa. Aproveite.",São Paulo,15 Anos,38% Vol.,Dom Tápparo Engenho,Carvalho,Cachaça,Carvalho,Não,700 ml,"
                    R$349,90                "
239,"A forma mais autentica de nossas cachaças sem madeira e sem envelhecimento, apresentando-se com os óleos, esteres e aromas originais de uma boa fermentação, destilação mostrando um real corte principalmente de cauda.Voce irá se encantar com potencia e suavidade ao mesmo tempo, um equilíbrio inigualável.Uma bebida untuosa de aromas delicados, características das cachaças produzidas pela Destom.",Minas Gerais,Não Envelhecida,48% Vol.,1000 Montes,Não Envelhecida,Cachaça,Não,Não,500 ml,"R$41,90"
240,"As cachaças da 1000 Montes são produzidas em Faria Lemos/MG e têm ganhado destaque em diversas apresentações. São refinadas técnicas de produção que agrega o novo, uma evolução na forma de cachaça sem perder os procedimentos básicos. Mas com um olhar mais sistêmico e sútil, tomando cuidado e zelo para com o único objetivo e missão, produzir a cachaça mais límpida e cristalina do Brasil. Tanto na forma envelhecida como na forma pura. Para a realização de drinks como a caipirinha, afirmamos que as cachaças pura da marca 1000 montes estão entre as 10 melhoras cachaças do Brasil para se fazer caipirinha. Uma representação fiel da famosa cachaça Mineira.",Minas Gerais,Não tem,40% Vol.,1000 Montes,Não Armazenada,Cachaça,Não,Não,500 ml,"
                    R$211,80                "
241,"A Cachaça Prata Porto Morretes descansa por pelo menos um ano em tanques de aço inox. Neste tempo de repouso ela amacia e preserva,ao mesmo, tempo as virtudes de uma cachaça pura. Tem o aroma marcante dacana-de-açucar e o gosto suave de uma bebida complexa e redonda. Na garrafa nota-se que é cristalina e tem brilho marcante, obtido através do rigoroso processo de filtração a que é submetida. É ideal para beber pura e também para o preparo de caipirinhas e todo o tipo de drink's

Cachaça transparente e brilhante, de aroma intenso, mas delicado e equilibrado, com notas de frutas e especiarias. Na boca mostra baixa acidez, ardente e doce, sutilmente apimentada. O retrogosto é persistente para uma cachaça não-envelhecida, frutada, doce, delicada e marcante.

A Cachaça Porto Morretes Prata conquistou neste ano (2014) a medalha de ouro no Concours Mondial de Bruxelles | Spirits Selection.",Parana,3 anos,39% Vol.,Porto Morretes,Não Envelhecida,Cachaça,Não Envelhcida,Não,700 ml,"R$84,90"
242,"Edição limitada da Porto Morretes, é uma cachaça que segue toda uma tradição de 100 anos de produção pela famiglia Gnatta. Esta armazenada a 6 anos. Para celebrar juntos, convidamos você a apreciar esta nobre bebida.

A cor dourada desta grande cachaça combina com o ouro da Grande Medalha conquistada no Concours Mondial de Bruxelles | Spirits Selection 2012. A bebida brilhante e límpida, libera lentamente aromas intensos de frutas em calda, baunilha e wafer. Na boca, se mostra doce e equilibrada, suave, mas com personalidade. O sabor evoca o carvalho tostado, com especiarias, amêndoas e biscoito. A excelente persistência de boca, prolonga a agradável experiência de degustar uma cachaça única, que resgata a tradição e o terroir de Morretes.",Parana,6 anos,43% Vol.,Porto Morretes,Carvalho,Cachaça,Carvalho,Não,700 ml,"R$395,90"
243,"A cachaça Casa do Engenho é produzida em Mococa/SP. A partir de 1920, descobriu-se que as minas de água da Fazenda estavam entre as melhores, perfeitas para a destilação do vinho da cana-de-açúcar e a produção de cachaça. Em pouco tempo, a qualidade foi reconhecida e hoje ganha também os mercados de exportação, mostrando seu merecido sucesso. Manter a qualidade, a preocupação com o meio ambiente e com os nossos funcionários, além, claro, da tradição familiar talvez seja o grande segredo desta força que ainda hoje move a quarta geração da família. Graduação alcoólica 40º. Descanso mínimo de 8 anos em toneis de Carvalho, produto fantástico para a elaboração de drinks, não só a caipirinha, mas como tantos outros. Sua presença na bebida não interfere com a fruta misturada, preservando os sabores integrantes do drink. Sua comercialização tem como alvo, bares, restaurantes e hotéis, sendo excelente custo/beneficio.",São Paulo,8,40,carvalho,Não,Não,Casa do Engenho,Não,Não,"R$119,90"
244,"A cachaça Casa do Engenho é produzida em Mococa/SP. A partir de 1920, descobriu-se que as minas de água da Fazenda estavam entre as melhores, perfeitas para a destilação do vinho da cana-de-açúcar e a produção de cachaça. Em pouco tempo, a qualidade foi reconhecida e hoje ganha também os mercados de exportação, mostrando seu merecido sucesso. Manter a qualidade, a preocupação com o meio ambiente e com os nossos funcionários, além, claro, da tradição familiar talvez seja o grande segredo desta força que ainda hoje move a quarta geração da família. Graduação alcoólica 40º. Descanso mínimo de três anos em toneis de Jequitibá Rosa, produto fantástico para a elaboração de drinks, não só a caipirinha, mas como tantos outros. Sua presença na bebida não interfere com a fruta misturada, preservando os sabores integrantes do drink. Sua comercialização tem como alvo, bares, restaurantes e hotéis, sendo excelente custo/beneficio.

Premiação: medalha de prata no Concours Mundial Bruxelles 2011 e 2012, na Bélgica.",São Paulo,3,40,Jequitibá Rosa,Não,Não,Casa do Engenho,Não,Não,"R$43,90"
245,Cachaça Guaraciaba Prata 970ml,Minas Gerais,1 anos,40%,Jequitiba,Não,Jequitibá,Guaraciaba,Não,Não,"R$16,90"
246,Cachaça Velho Alambique Porcelana 700ml,Rio Grande do Sul,Não,39%,Não,Não,Não,Velho Alambique,Não,Não,"R$55,90"
247,Cachaca Souza Paiol Prata 500ml,Minas Gerais,Não,39%,Não,Não,Não,Souza Paiol,Não,Não,"R$49,90"
248,Estojo Cachaça Dona Beja Sarau 40 Anos 750ml + 2 Taças de Cristal. Estojo Sarau 40 anos – Garrafa em porcelana espanhola filetada em ouro fino de 750ml + 2 taças de cristal,Minas Gerais,40 Anos,43%,Carvalho,Não,Carvalho,Dona Beja,Não,750 ml,"R$3.023,90"
249,Cachaça Harmonie Schnaps Amburana 700ml,Rio Grande do Sul,Não Informado,38%,Amburana,Não,Não,Harmonie Schnaps,Não,700 ml,"R$68,90"
250,"Fabricada de maneira artesanal e conservada em dornas de inox, A Cachaça Bem me Quer Branca combina os métodos tradicionais de fabricação com processos de produção rigorosamente controlados. O resultado é uma bebida cristalina, de uma pureza única e deliciosa que atende aos mais modernos padrões de qualidade.",Não,Não Envelhecida,39%,Não Passa,Não,N??o Envelhcida,Bem Me Quer,Não,670 ml,"R$34,90"
251,Cachaça Bem me Quer Amburana 600ml,Minas Gerais,Amburana,40%,Amburana,Não,Não,Bem Me Quer,Não,600 ml,"R$22,90"
252,Cachaça Cabilé Prata 700ml,Não,Não,Não,Não,Não,Não,Não,Não,Não,"R$39,90"
253,Cachaça Cabilé Ouro 700ml,Não,Não,Não,Não,Não,Não,Não,Não,Não,"R$42,90"
254,Cachaça Dona Beja Extra Premium 500ml,Não,Não,Não,Não,Não,Não,Não,Não,Não,"R$59,90"
255,"A Reserva do Gerente é uma cachaça de qualidade comparável aos melhores destilados - runs, uísques, e conhaques - do mundo. Sua qualidade principal já está na escolha cuidadosa da variedade saccharum que melhor se adapta ao solo e ao clima da Ponta da Fruta (Vila Velha-ES), onde se situa sua fábrica, constituindo um canavial cultivado exclusivamente para sua fabricação e integrado espacial e funcionalmente a ela. Sua fabricação é sazonal coincidindo com os meses da colheita que se realiza no período de maturação ótima do canavial, ocasião em que se verificam os melhores índices de produtividade e teores de açúcar, o que é fundamento para uma cachaça de qualidade.",Espirito Santo,5 anos,40% Vol.,Reserva do Gerente,Carvalho,Cachaça,Carvalho,Não,700 ml,"R$78,48"
256,Fermentação natural e envelhecimento em Dornas,Minas Gerais,1 Ano,42% Vol.,Não,Carvalho,Cachaça,Carvalho,Não,965 ml,"R$39,90"
257,Cachaça Prata Orgânica,Minas Gerais,Inox,42% Vol.,Não,Não Armazenada,Cachaça,Carvalho,Não,965 ml,"R$34,90"
258,"A cachaça Água de Arcanjo é produzida na cidade de Maquiné/RS. Com 40% de teor alcoólico. caracterizada pelo clima temperado sem geada, com ventos e taxas adequadas de açúcar no solo, tornado-a propícia para o cultivo de cana-de-açúcar de qualidade. O Alambique tem produção própria da cana-de-açúcar, bem próximo das instalações do alambique, facilitando a logística da matéria-prima e a rastreabilidade dos lotes no processo produtivo para a manutenção dos padrões de qualidade. Uma bebida excelente para se tomar pura, gelada e fabricar deliciosos drinks. A cachaça branca é perfeita para a criação de deliciosos coquetéis.",Rio Grande do Sul,Inox,40% Vol.,Não,Não,Cachaça,Não,Não,750 ml,"R$129,90"
259,Cachaça Guedes Especial 750ml,Minas Gerais,Carvalho,40% Vol.,Não,Não,Cachaça,Não,Não,750 ml,"R$64,90"
260,Cachaça Guedes Ouro 50ml,Minas Gerais,Carvalho,40% Vol.,Não,Não,Cachaça,Não,Não,50 ml,"R$9,90"
261,"A empresa Premissa está situada na conhecida como Capital Mundial da Cachaça: Salinas/MG; atuando no mercado desde 2009.
 
Nosso primeiro exemplar, a Cachaça Premissa é uma bebida artesanal, envelhecida 3 anos em barris de bálsamo, 42% de teor alcóolico e foi lançada no mercado, ao final de 2015. Cachaça suave, de baixa acidez com um buquê complexo que agrada aos paladares mais exigentes. 
 
A arte de produzir a PREMISSA associa tradição a técnicas exclusivas de blendagem que a torna uma cachaça de incomparável qualidade. Esta ideia é reforçada com uma cuidadosa e pequena produção que apresenta em cada gole sua retribuição.
 
Genuinamente brasileira, mas apreciada no mundo todo, foi premiada no Concours Mondial Bruxelles - Edição Brasil 2016, com medalha Gold.",Minas Gerais,3 Anos,42% Vol.,Não,Balsamo,Cachaça,Não,Não,670 ml,"R$39,90"
262,"A Cachaça Germana é produzida na cidade de Nova União/MG. Envelhecida 2 anos no barril de carvalho, com 40,5% de teor alcoólico.   Com nome de santa curandeira, a cachaça traz em sua estrutura várias histórias de mulheres guerreiras. A começar pela senhora, cujo o nome resolvemos resguardar, que coloca a palha de bananeira na garrafa, uma por uma, há anos. Até hoje. O amor pela marca e pela cachaça faz com que essa senhora trabalhe com afinco e dedicação. O nome Geramana, como mencionamos, é uma homenagem a uma figura mística daqui de Minas que fazia remédios curandeiros. A cachaça em Minas é tida em muitos lugarejos como remédio. Serve pra curar febre, pra curar resfriado, cura paixão, cura dor de cabeça, homem desnutrido e cachaceiro. Há quem diga que água morro abaixo, fogo morro acima e cachaceiro com dinheiro querendo beber, ninguém segura. A cachaça Germana é responsável por grande fama que a cachaça artesanal tem hoje no Brasil. Eleita em vários concursos com uma das melhoras cachaças artesanais do Brasil. A família Caetano, que são os produtores, estão há anos aprimorando seus equipamentos e sua forma de interajir com a população que ainda não conhece a ""danada"". Beber cachaça é praticamente um ritual para essa tão nobre tradicional família. Tudo começa com o visual. É preciso balançar a cachaça no copo para ver o seu choro escorrendo nas laterias, é preciso respirar fundo para sentir o bálsamo sem ardor, é preciso encostar os lábios e esfregá-lo para sentir a textura, é preciso beber e segurar na língua para saborear e depois mandar pra dentro. É um jeito erudito de se apreciar a boa cachaça mineira. Experimente Germana e lembre-se do elo que existe entre todos que a produzem e você.",Minas Gerais,2 anos,"40,5% Vol.",Germana,Carvalho,Cachaça,Carvalho,Não,1000 ml,"R$74,90"
263,"Feita na cidade de Coluna/MG, a Coluninha ouro representa o espírito daquela região. Muito conhecida entre os aprecidadores da boa cachaça, a Coluninha é uma das mais respeitadas cachaças mineiras.Tanto pela sua história quanto pelo seu paladar. Uma cachaça que nos remete aos primórdios dos alambiques. A cada gole uma sensação de estar voltando no ado, seja em qual tempo, esta cachaça é simplesmente suave e lhe traz a sensação de bem estar e relaxamento. Para aquelas dias que você precisa de uma dose urgente.",Minas Gerais,2 anos,40%,Carvalho e Amburana,Não,Carvalho/amburana,Coluninha,Não,Não,"
                    R$71,90                "
264,"Feita na cidade de Coluna/MG, a Coluninha ouro representa o espírito daquela região. Muito conhecida entre os aprecidadores da boa cachaça, a Coluninha é uma das mais respeitadas cachaças mineiras.Tanto pela sua história quanto pelo seu paladar. Uma cachaça que nos remete aos primórdios dos alambiques. A cada gole uma sensação de estar voltando no ado, seja em qual tempo, esta cachaça é simplesmente suave e lhe traz a sensação de bem estar e relaxamento. Para aquelas dias que você precisa de uma dose urgente.",Minas Gerais,Não,40%,Carvalho e Jequitibá,Não,Carvalho e Jequitibá,Coluninha,Não,Não,"R$89,90"
265,"Neste kit você compra duas Cachaças Spiral Drinkmaker e ganha o calendário de receitas de drinks com cachaça para arrasar naquela festa ou churrasco durante todo o ano! 
São inúmeras receitas desenvolvidas por bartenders profissionais que entendem tudo de harmonização e que vão fazer um enorme sucesso no seu evento! A Spiral é a cachaça ideal para drinks, refinada, cristalina e límpida. Um produto leve e suave para se tomar de forma pura ou com frutas tropicais. Sua caipirinha por exemplo ganhará reforço na qualidade, leveza na descida e satisfação no final. Um prazer leve e com decorações. É preciso materializar um alambique altamente preprado, limpo e higienizado, com um mestre artista no controle do processo de fabricação, um cientista apaixonado pela química, que coloca amor e capricho, zelo e respeito, na hora de produzir sua cachaça. Spiral vai lhe conquistar no primeiro gole. Pode acreditar.

Largura - 20cm
Altura - 15cm",Minas Gerais,Não tem,40% Vol.,Spiral,Não Armazenada,Cachaça,Não,Não,700 ml,"R$119,90"
266,Cachaça Dona Beja Maria Bonita Prata 600ml,Minas Gerais,Não há,40%,Neutra,Não,Não,Dona Beja,Não,600 ml,"R$28,90"
267,Cachaça Melicana Amburana 600ml,Minas Gerais,Não,40%,Amburana,Não,Amburana/Canela Sass,Melicana,Não,600 ml,"R$63,90"
268,"Ranging Shots prontos para deixar sua festa ou balada em um novo patamar de sabor

Surpreenda-se com esta maravilhosa bebida.
Um cocktail pronto para beber (Ready to drink) com sabor maravilhoso e equilibrado para ser tomado em shot (direto ou gelado) e também em copo com gelo.

Doce e Furiosa. Essa é a Huntr, uma bebida mista com base da cachaça, mel, limão, gengibre com um toque sutil de laranja e bitter (amarogutta).
Seu sabor denota um fundo sutil de ervas e sua finalização tem o picante do gengibre, o que dá sofisticação à bebida.",Minas Gerais,Não tem,23% Vol.,Spiral,Não Armazenada,Cachaça,Não,Não,750 ml,"R$38,90"
269,Cachaça Charmosa de Minas Ouro 275ml,Minas Gerais,2 anos,42% Vol.,Não,Cerejeira e Garapa amarela,Cachaça,Cerejeira,Não,275 ml,"R$18,90"
270,Cachaça Charmosa de Minas Ouro 980ml,Minas Gerais,2 anos,42% Vol.,Não,Cerejeira e Garapa amarela,Cachaça,Cerejeira,Não,1000 ml,"R$29,90"
271,Cachaça Charmosa de Minas Prata 700ml,Minas Gerais,Não há,42% Vol.,Não,Jequitibá,Cachaça,Jequitibá,Não,700 ml,"R$22,90"
